,,"All values, costs, and indexes are in current dollars (nominals)",,,,,
"STATE","Date","Home Value","Structure Cost","Land Value","Land Share","Home Price Index","Land Price Index"
"AZ","2001Q2",171451,94113,77338,0.4510771481,1.066,1.109
"AZ","2001Q3",174191,95530,78661,0.4515776489,1.083,1.134
"AZ","2001Q4",176960,96751,80209,0.4532599599,1.100,1.163
"AZ","2002Q1",179770,97452,82317,0.4579043639,1.118,1.197
"AZ","2002Q2",182718,98042,84676,0.4634231934,1.136,1.237
"AZ","2002Q3",185883,98458,87424,0.4703202234,1.156,1.283
"AZ","2002Q4",189329,98765,90564,0.4783438574,1.177,1.336
"AZ","2003Q1",193132,99332,93800,0.4856792181,1.201,1.391
"AZ","2003Q2",197479,100081,97398,0.493206719,1.228,1.451
"AZ","2003Q3",202716,101265,101451,0.5004598155,1.260,1.519
"AZ","2003Q4",209266,103132,106135,0.50717513,1.301,1.597
"AZ","2004Q1",217546,105681,111865,0.5142132497,1.353,1.691
"AZ","2004Q2",228031,108972,119060,0.5221196833,1.418,1.809
"AZ","2004Q3",241129,112614,128514,0.5329696398,1.499,1.964
"AZ","2004Q4",256870,116299,140571,0.5472470877,1.597,2.161
"AZ","2005Q1",274791,119777,155014,0.564117123,1.709,2.399
"AZ","2005Q2",293796,122982,170814,0.5814037031,1.827,2.660
"AZ","2005Q3",312112,126206,185906,0.5956381155,1.941,2.912
"AZ","2005Q4",328039,129613,198426,0.6048845711,2.040,3.126
"AZ","2006Q1",340438,133323,207116,0.6083794298,2.117,3.284
"AZ","2006Q2",348809,136990,211819,0.6072625765,2.169,3.377
"AZ","2006Q3",353310,140432,212878,0.6025247132,2.197,3.412
"AZ","2006Q4",354373,143374,210999,0.5954141338,2.203,3.399
"AZ","2007Q1",351844,145844,206000,0.5854870421,2.188,3.337
"AZ","2007Q2",345714,147720,197995,0.5727115464,2.149,3.222
"AZ","2007Q3",336112,149467,186646,0.5553071354,2.090,3.050
"AZ","2007Q4",323421,151450,171972,0.5317270952,2.011,2.821
"AZ","2008Q1",308488,153978,154510,0.5008625961,1.918,2.543
"AZ","2008Q2",292273,156771,135501,0.4636126683,1.817,2.237
"AZ","2008Q3",275908,159530,116377,0.4217986892,1.715,1.926
"AZ","2008Q4",260582,161936,98646,0.3785603581,1.620,1.636
"AZ","2009Q1",247149,163216,83934,0.3396073255,1.537,1.394
"AZ","2009Q2",235901,163762,72138,0.3057994669,1.467,1.200
"AZ","2009Q3",226875,163380,63495,0.2798697935,1.411,1.058
"AZ","2009Q4",219400,161924,57476,0.2619703088,1.364,0.959
"AZ","2010Q1",212702,160678,52024,0.244585343,1.322,0.868
"AZ","2010Q2",206344,159816,46528,0.225488026,1.283,0.777
"AZ","2010Q3",200228,160782,39446,0.1970051385,1.245,0.660
"AZ","2010Q4",194754,165085,29670,0.1523443605,1.211,0.497
"AZ","2011Q1",190686,170753,19933,0.1045330163,1.186,0.335
"AZ","2011Q2",188744,176910,11834,0.0626988364,1.174,0.199
"AZ","2011Q3",189617,179236,10380,0.0547428552,1.179,0.175
"AZ","2011Q4",193515,179260,14255,0.0736637923,1.203,0.240
"AZ","2012Q1",200093,179305,20789,0.1038946382,1.244,0.351
"AZ","2012Q2",208688,179376,29312,0.1404587451,1.298,0.496
"AZ","2012Q3",218373,179475,38898,0.1781268771,1.358,0.660
"AZ","2012Q4",228401,179603,48798,0.213649744,1.420,0.830
"AZ","2013Q1",238430,179759,58671,0.2460720182,1.482,1.000
"AR","1975Q1",20050,19047,1002,0.05,0.208,0.000
"AR","1975Q2",20234,19223,1012,0.05,0.210,0.000
"AR","1975Q3",20524,19497,1026,0.05,0.213,0.000
"AR","1975Q4",20939,19892,1047,0.05,0.217,0.000
"AR","1976Q1",21530,20453,1076,0.05,0.223,0.000
"AR","1976Q2",22232,21120,1112,0.05,0.230,0.000
"AR","1976Q3",22976,21828,1149,0.05,0.238,0.000
"AR","1976Q4",23721,22535,1186,0.05,0.246,0.000
"AR","1977Q1",24472,23248,1224,0.05,0.253,0.000
"AR","1977Q2",25251,23988,1263,0.05,0.262,0.000
"AR","1977Q3",26058,24756,1303,0.05,0.270,0.000
"AR","1977Q4",26871,25528,1344,0.05,0.278,0.000
"AR","1978Q1",27684,26300,1384,0.05,0.287,0.000
"AR","1978Q2",28550,26942,1608,0.0563282869,0.296,0.000
"AR","1978Q3",29511,27498,2013,0.0682147409,0.306,0.000
"AR","1978Q4",30588,28171,2417,0.0790221609,0.317,0.000
"AR","1979Q1",31794,28967,2827,0.0889166939,0.329,0.000
"AR","1979Q2",33027,29858,3169,0.0959491813,0.342,0.000
"AR","1979Q3",34202,30775,3427,0.1001923511,0.354,0.000
"AR","1979Q4",35239,31649,3590,0.1018707207,0.365,0.000
"AR","1980Q1",36139,32393,3746,0.1036472542,0.374,0.000
"AR","1980Q2",36972,33055,3917,0.105955152,0.383,0.000
"AR","1980Q3",37739,33664,4075,0.1079777249,0.391,0.000
"AR","1980Q4",38354,34251,4103,0.1069668389,0.397,0.000
"AR","1981Q1",38763,34873,3889,0.1003343853,0.401,0.000
"AR","1981Q2",38976,35505,3471,0.0890602049,0.404,0.000
"AR","1981Q3",39098,36153,2945,0.0753352264,0.405,0.000
"AR","1981Q4",39221,36821,2399,0.0611766633,0.406,0.000
"AR","1982Q1",39550,37483,2068,0.0522760518,0.410,0.000
"AR","1982Q2",40142,38135,2007,0.05,0.416,0.000
"AR","1982Q3",40942,38895,2047,0.05,0.424,0.000
"AR","1982Q4",41848,39756,2092,0.05,0.433,0.000
"AR","1983Q1",42813,40673,2141,0.05,0.443,0.000
"AR","1983Q2",43768,41580,2188,0.05,0.453,0.000
"AR","1983Q3",44630,42398,2231,0.05,0.462,0.001
"AR","1983Q4",45360,43092,2268,0.05,0.470,0.001
"AR","1984Q1",45967,43669,2298,0.05,0.476,0.001
"AR","1984Q2",46482,44158,2324,0.05,0.481,0.001
"AR","1984Q3",46974,44626,2349,0.05,0.486,0.001
"AR","1984Q4",47484,45109,2374,0.05,0.492,0.001
"AR","1985Q1",48035,45633,2402,0.05,0.497,0.002
"AR","1985Q2",48662,46229,2433,0.05,0.504,0.002
"AR","1985Q3",49397,46928,2470,0.05,0.512,0.002
"AR","1985Q4",50170,47662,2509,0.05,0.520,0.003
"AR","1986Q1",50933,48386,2547,0.05,0.527,0.004
"AR","1986Q2",51635,48925,2709,0.0524737153,0.535,0.005
"AR","1986Q3",52224,49048,3176,0.060810176,0.541,0.005
"AR","1986Q4",52721,49243,3478,0.0659735608,0.546,0.006
"AR","1987Q1",53101,49544,3557,0.0669866237,0.550,0.006
"AR","1987Q2",53336,49920,3416,0.0640532886,0.552,0.006
"AR","1987Q3",53432,50321,3111,0.0582305497,0.553,0.005
"AR","1987Q4",53508,50699,2809,0.0524958336,0.554,0.005
"AR","1988Q1",53680,50994,2686,0.0500378069,0.556,0.005
"AR","1988Q2",53935,51238,2697,0.05,0.559,0.005
"AR","1988Q3",54245,51532,2712,0.05,0.562,0.005
"AR","1988Q4",54596,51866,2730,0.05,0.565,0.005
"AR","1989Q1",54982,52233,2749,0.05,0.569,0.005
"AR","1989Q2",55385,52615,2769,0.05,0.574,0.006
"AR","1989Q3",55788,52999,2789,0.05,0.578,0.006
"AR","1989Q4",56184,53375,2809,0.05,0.582,0.006
"AR","1990Q1",56599,53769,2830,0.05,0.586,0.006
"AR","1990Q2",57042,54190,2852,0.05,0.591,0.007
"AR","1990Q3",57468,54595,2873,0.05,0.595,0.007
"AR","1990Q4",57945,55048,2897,0.05,0.600,0.007
"AR","1991Q1",58504,55579,2925,0.05,0.606,0.008
"AR","1991Q2",59140,56183,2957,0.05,0.612,0.009
"AR","1991Q3",59847,56855,2992,0.05,0.620,0.011
"AR","1991Q4",60599,57569,3030,0.05,0.628,0.013
"AR","1992Q1",61380,58311,3069,0.05,0.636,0.015
"AR","1992Q2",62224,59113,3111,0.05,0.644,0.018
"AR","1992Q3",63165,60007,3158,0.05,0.654,0.022
"AR","1992Q4",64220,61009,3211,0.05,0.665,0.028
"AR","1993Q1",65399,62129,3270,0.05,0.677,0.037
"AR","1993Q2",66669,63336,3333,0.05,0.690,0.048
"AR","1993Q3",67992,64592,3400,0.05,0.704,0.063
"AR","1993Q4",69332,65865,3467,0.05,0.718,0.081
"AR","1994Q1",70684,67150,3534,0.05,0.732,0.103
"AR","1994Q2",71985,68385,3599,0.05,0.746,0.128
"AR","1994Q3",73231,69569,3662,0.05,0.758,0.157
"AR","1994Q4",74441,70719,3722,0.05,0.771,0.196
"AR","1995Q1",75599,71707,3892,0.0514828671,0.783,0.245
"AR","1995Q2",76727,71887,4840,0.0630815345,0.795,0.305
"AR","1995Q3",77804,72124,5680,0.0730060126,0.806,0.358
"AR","1995Q4",78800,72528,6272,0.0795972124,0.816,0.396
"AR","1996Q1",79722,73137,6584,0.0825894843,0.826,0.416
"AR","1996Q2",80579,73890,6689,0.0830171605,0.835,0.423
"AR","1996Q3",81391,74642,6749,0.082924362,0.843,0.428
"AR","1996Q4",82203,75256,6947,0.0845072188,0.851,0.441
"AR","1997Q1",83021,75631,7390,0.0890118115,0.860,0.470
"AR","1997Q2",83837,75862,7975,0.0951218907,0.868,0.508
"AR","1997Q3",84664,76078,8586,0.101413599,0.877,0.548
"AR","1997Q4",85521,76408,9113,0.1065613357,0.886,0.583
"AR","1998Q1",86419,76957,9462,0.1094860377,0.895,0.607
"AR","1998Q2",87389,77628,9762,0.1117054523,0.905,0.627
"AR","1998Q3",88463,78308,10155,0.1147957808,0.916,0.654
"AR","1998Q4",89582,78883,10700,0.1194384173,0.928,0.690
"AR","1999Q1",90728,79260,11468,0.1263954434,0.940,0.742
"AR","1999Q2",91884,79515,12369,0.1346203213,0.952,0.801
"AR","1999Q3",93040,79747,13292,0.1428651951,0.964,0.862
"AR","1999Q4",94196,80060,14137,0.1500758252,0.976,0.918
"AR","2000Q1",95360,80542,14818,0.1553857312,0.988,0.962
"AR","2000Q2",96557,81183,15374,0.1592213584,1.000,1.000
"AR","2000Q3",97768,81902,15866,0.162280737,1.013,1.034
"AR","2000Q4",99013,82645,16367,0.1653059437,1.025,1.069
"AR","2001Q1",100293,83398,16894,0.1684516436,1.039,1.110
"AR","2001Q2",101600,84101,17499,0.1722373627,1.052,1.152
"AR","2001Q3",102967,84831,18136,0.1761356991,1.066,1.196
"AR","2001Q4",104397,85624,18773,0.1798218413,1.081,1.240
"AR","2002Q1",105919,86377,19543,0.1845075519,1.097,1.290
"AR","2002Q2",107543,87158,20385,0.1895529593,1.114,1.347
"AR","2002Q3",109256,87810,21446,0.1962935069,1.132,1.418
"AR","2002Q4",111085,88209,22876,0.2059289095,1.150,1.515
"AR","2003Q1",113053,88526,24527,0.2169519925,1.171,1.629
"AR","2003Q2",115163,88787,26375,0.2290274191,1.193,1.754
"AR","2003Q3",117422,89354,28068,0.2390379641,1.216,1.870
"AR","2003Q4",119805,90568,29236,0.2440321366,1.241,1.951
"AR","2004Q1",122310,92547,29764,0.243345599,1.267,1.988
"AR","2004Q2",124901,95093,29808,0.2386534229,1.294,1.994
"AR","2004Q3",127569,97755,29814,0.2337076837,1.321,1.998
"AR","2004Q4",130311,100095,30216,0.2318780075,1.350,2.028
"AR","2005Q1",133116,101827,31289,0.2350487767,1.379,2.104
"AR","2005Q2",135982,103253,32729,0.2406853718,1.408,2.205
"AR","2005Q3",138886,104821,34066,0.2452770118,1.438,2.300
"AR","2005Q4",141732,106980,34752,0.2451970394,1.468,2.352
"AR","2006Q1",144397,109894,34503,0.2389466624,1.495,2.341
"AR","2006Q2",146812,113237,33575,0.2286921971,1.520,2.283
"AR","2006Q3",148915,116429,32486,0.218151142,1.542,2.214
"AR","2006Q4",150666,118873,31793,0.2110146849,1.560,2.172
"AR","2007Q1",152036,120213,31823,0.2093099702,1.575,2.180
"AR","2007Q2",153027,120815,32212,0.2105008628,1.585,2.211
"AR","2007Q3",153543,121309,32233,0.2099313378,1.590,2.216
"AR","2007Q4",153582,122318,31264,0.2035670198,1.591,2.153
"AR","2008Q1",153244,124332,28912,0.1886658457,1.587,1.994
"AR","2008Q2",152768,126926,25842,0.169158907,1.582,1.785
"AR","2008Q3",152298,129554,22744,0.1493388559,1.577,1.572
"AR","2008Q4",151913,131665,20247,0.1332838376,1.573,1.400
"AR","2009Q1",151713,132446,19268,0.1270005381,1.571,1.333
"AR","2009Q2",151720,132293,19427,0.1280450196,1.571,1.345
"AR","2009Q3",151781,131335,20447,0.1347121693,1.572,1.416
"AR","2009Q4",151663,129701,21961,0.1448030338,1.571,1.521
"AR","2010Q1",151148,128556,22592,0.1494692238,1.565,1.563
"AR","2010Q2",150548,127814,22734,0.1510075598,1.559,1.573
"AR","2010Q3",149840,128360,21480,0.1433538769,1.552,1.487
"AR","2010Q4",149371,131102,18269,0.1223068273,1.547,1.265
"AR","2011Q1",149406,134737,14669,0.0981795771,1.547,1.017
"AR","2011Q2",149993,138740,11253,0.075021294,1.553,0.781
"AR","2011Q3",151285,140399,10886,0.0719567192,1.567,0.756
"AR","2011Q4",153134,140410,12724,0.0830905371,1.586,0.884
"AR","2012Q1",155287,140424,14863,0.0957159852,1.608,1.034
"AR","2012Q2",157563,140441,17122,0.1086667506,1.632,1.192
"AR","2012Q3",159773,140462,19311,0.1208629815,1.655,1.346
"AR","2012Q4",161985,140487,21498,0.1327166849,1.678,1.500
"AR","2013Q1",164279,140514,23765,0.1446605164,1.701,1.661
"CA","1975Q1",41037,25510,15527,0.378373471,0.137,0.057
"CA","1975Q2",42736,25903,16833,0.3938771402,0.142,0.062
"CA","1975Q3",44505,26271,18233,0.4096980829,0.148,0.067
"CA","1975Q4",46424,26685,19739,0.4251973892,0.155,0.073
"CA","1976Q1",48575,27266,21309,0.4386829533,0.162,0.080
"CA","1976Q2",51019,27894,23125,0.453254669,0.170,0.087
"CA","1976Q3",53769,28572,25197,0.4686185163,0.179,0.096
"CA","1976Q4",56807,29268,27538,0.484773996,0.189,0.105
"CA","1977Q1",60144,29889,30255,0.5030379078,0.200,0.116
"CA","1977Q2",63724,30582,33142,0.5200872888,0.212,0.127
"CA","1977Q3",67350,31305,36044,0.535183583,0.224,0.139
"CA","1977Q4",70835,32068,38766,0.5472810721,0.236,0.151
"CA","1978Q1",74156,32988,41168,0.5551513157,0.247,0.161
"CA","1978Q2",77384,33852,43531,0.562540601,0.258,0.172
"CA","1978Q3",80623,34759,45864,0.5688692844,0.269,0.182
"CA","1978Q4",83980,35723,48256,0.5746191798,0.280,0.192
"CA","1979Q1",87517,36702,50816,0.5806337858,0.292,0.203
"CA","1979Q2",91236,37835,53401,0.5853078306,0.304,0.215
"CA","1979Q3",95061,39055,56006,0.5891564081,0.317,0.226
"CA","1979Q4",98864,40356,58508,0.5917997911,0.329,0.238
"CA","1980Q1",102561,41698,60862,0.5934277417,0.342,0.248
"CA","1980Q2",106071,43074,62997,0.5939109879,0.353,0.258
"CA","1980Q3",109343,44457,64886,0.5934202804,0.364,0.267
"CA","1980Q4",112312,45812,66500,0.592103589,0.374,0.275
"CA","1981Q1",114968,47200,67769,0.5894553713,0.383,0.282
"CA","1981Q2",117267,48534,68733,0.586125141,0.391,0.288
"CA","1981Q3",119111,49925,69186,0.5808501842,0.397,0.291
"CA","1981Q4",120389,51444,68945,0.5726877043,0.401,0.291
"CA","1982Q1",121161,53060,68100,0.5620656598,0.404,0.289
"CA","1982Q2",121673,54705,66969,0.5503977923,0.405,0.285
"CA","1982Q3",122058,56232,65827,0.5393055249,0.407,0.281
"CA","1982Q4",122397,57485,64912,0.5303382023,0.408,0.278
"CA","1983Q1",122761,58218,64544,0.5257653652,0.409,0.277
"CA","1983Q2",123189,58787,64402,0.5227902682,0.410,0.277
"CA","1983Q3",123756,59211,64545,0.5215513681,0.412,0.279
"CA","1983Q4",124543,59611,64932,0.5213601986,0.415,0.282
"CA","1984Q1",125586,60221,65365,0.5204810537,0.418,0.285
"CA","1984Q2",126847,60879,65968,0.520060236,0.423,0.289
"CA","1984Q3",128326,61607,66719,0.5199197491,0.428,0.294
"CA","1984Q4",130005,62393,67612,0.520071387,0.433,0.299
"CA","1985Q1",131885,63217,68668,0.520668083,0.439,0.305
"CA","1985Q2",133944,64054,69890,0.5217822515,0.446,0.312
"CA","1985Q3",136154,64904,71250,0.5233036806,0.454,0.320
"CA","1985Q4",138483,65750,72734,0.5252151673,0.461,0.328
"CA","1986Q1",140991,66616,74376,0.527518647,0.470,0.338
"CA","1986Q2",143767,67411,76356,0.5311083242,0.479,0.349
"CA","1986Q3",146871,68189,78681,0.5357182765,0.489,0.361
"CA","1986Q4",150354,68963,81392,0.5413329636,0.501,0.375
"CA","1987Q1",154273,69696,84577,0.5482301057,0.514,0.392
"CA","1987Q2",158718,70541,88176,0.5555554363,0.529,0.410
"CA","1987Q3",163832,71448,92383,0.5638916147,0.546,0.432
"CA","1987Q4",169767,72435,97333,0.5733301286,0.566,0.457
"CA","1988Q1",176697,73507,103190,0.5839954473,0.589,0.487
"CA","1988Q2",184700,74618,110083,0.596007336,0.615,0.523
"CA","1988Q3",193718,75755,117964,0.6089445522,0.645,0.563
"CA","1988Q4",203497,76883,126614,0.6221906445,0.678,0.608
"CA","1989Q1",213584,78187,135397,0.6339268124,0.712,0.654
"CA","1989Q2",223428,79230,144198,0.6453893527,0.744,0.700
"CA","1989Q3",232342,80245,152097,0.6546245019,0.774,0.742
"CA","1989Q4",239602,81279,158323,0.6607760857,0.798,0.775
"CA","1990Q1",244867,82241,162627,0.6641420438,0.816,0.798
"CA","1990Q2",248243,83388,164855,0.6640874902,0.827,0.811
"CA","1990Q3",250019,84542,165477,0.6618577306,0.833,0.817
"CA","1990Q4",250606,85650,164956,0.6582298785,0.835,0.817
"CA","1991Q1",250442,86514,163928,0.6545532198,0.834,0.813
"CA","1991Q2",249843,87452,162391,0.6499732139,0.832,0.808
"CA","1991Q3",249027,88352,160675,0.6452117327,0.830,0.801
"CA","1991Q4",248017,89222,158796,0.6402603898,0.826,0.795
"CA","1992Q1",246641,90554,156088,0.6328534636,0.822,0.786
"CA","1992Q2",244763,91256,153506,0.6271647402,0.816,0.774
"CA","1992Q3",242401,91811,150590,0.6212443588,0.808,0.761
"CA","1992Q4",239593,92248,147345,0.6149794736,0.798,0.744
"CA","1993Q1",236504,92114,144389,0.6105163823,0.788,0.726
"CA","1993Q2",233363,92555,140808,0.60338777,0.778,0.708
"CA","1993Q3",230344,93063,137281,0.5959829536,0.767,0.690
"CA","1993Q4",227636,93618,134018,0.5887395886,0.758,0.674
"CA","1994Q1",225280,94136,131143,0.582135582,0.751,0.659
"CA","1994Q2",223281,94731,128550,0.5757313656,0.744,0.647
"CA","1994Q3",221588,95355,126234,0.569675505,0.738,0.636
"CA","1994Q4",220142,96002,124140,0.5639076938,0.733,0.627
"CA","1995Q1",218929,96883,122046,0.5574686341,0.729,0.619
"CA","1995Q2",217937,97535,120401,0.5524600041,0.726,0.612
"CA","1995Q3",217168,98177,118991,0.5479224141,0.724,0.606
"CA","1995Q4",216604,98832,117772,0.5437197295,0.722,0.601
"CA","1996Q1",216276,99342,116934,0.5406693737,0.721,0.597
"CA","1996Q2",216243,100052,116192,0.5373188011,0.721,0.594
"CA","1996Q3",216641,100763,115878,0.5348854759,0.722,0.594
"CA","1996Q4",217596,101427,116169,0.5338736614,0.725,0.597
"CA","1997Q1",219239,102097,117142,0.5343127917,0.730,0.604
"CA","1997Q2",221765,102703,119061,0.5368815676,0.739,0.616
"CA","1997Q3",225182,103381,121801,0.540900348,0.750,0.632
"CA","1997Q4",229467,104223,125244,0.5458053421,0.765,0.652
"CA","1998Q1",234529,105389,129140,0.5506356381,0.781,0.676
"CA","1998Q2",240195,106554,133641,0.5563839342,0.800,0.702
"CA","1998Q3",246261,107726,138535,0.5625546795,0.821,0.730
"CA","1998Q4",252640,108796,143844,0.5693632964,0.842,0.760
"CA","1999Q1",259317,109718,149599,0.576895373,0.864,0.794
"CA","1999Q2",266344,110457,155887,0.5852850063,0.887,0.829
"CA","1999Q3",273845,111144,162701,0.5941368082,0.912,0.868
"CA","1999Q4",281957,111867,170090,0.6032479595,0.939,0.909
"CA","2000Q1",290731,112347,178384,0.6135713026,0.969,0.953
"CA","2000Q2",300127,113476,186650,0.6219054962,1.000,1.000
"CA","2000Q3",310048,114842,195207,0.629600645,1.033,1.049
"CA","2000Q4",320314,116413,203901,0.6365660595,1.067,1.100
"CA","2001Q1",330676,118865,211811,0.6405399507,1.102,1.152
"CA","2001Q2",341083,120566,220517,0.6465196684,1.136,1.204
"CA","2001Q3",351794,122228,229566,0.6525588434,1.172,1.257
"CA","2001Q4",363279,123874,239406,0.6590122582,1.210,1.314
"CA","2002Q1",375942,124852,251090,0.6678951529,1.253,1.378
"CA","2002Q2",389962,126349,263613,0.6759957311,1.299,1.449
"CA","2002Q3",405274,127683,277591,0.684946999,1.350,1.529
"CA","2002Q4",421821,128668,293153,0.694970423,1.405,1.618
"CA","2003Q1",439851,129786,310065,0.7049311459,1.466,1.717
"CA","2003Q2",459918,130488,329430,0.7162799158,1.532,1.828
"CA","2003Q3",482742,131553,351190,0.72748911,1.608,1.952
"CA","2003Q4",508833,133490,375343,0.7376538891,1.695,2.090
"CA","2004Q1",538121,136487,401634,0.7463643424,1.793,2.238
"CA","2004Q2",570211,140545,429666,0.7535208596,1.900,2.397
"CA","2004Q3",604140,144996,459143,0.7599952343,2.013,2.565
"CA","2004Q4",638466,149306,489160,0.7661486113,2.127,2.735
"CA","2005Q1",671676,152754,518922,0.7725781117,2.238,2.904
"CA","2005Q2",701943,155756,546187,0.7781070674,2.339,3.060
"CA","2005Q3",727221,158500,568721,0.7820472713,2.423,3.189
"CA","2005Q4",745594,161194,584400,0.783804812,2.484,3.279
"CA","2006Q1",755981,163639,592343,0.7835411635,2.519,3.324
"CA","2006Q2",758233,166587,591646,0.7802956275,2.526,3.323
"CA","2006Q3",752963,169478,583485,0.7749184199,2.509,3.281
"CA","2006Q4",740995,172121,568874,0.7677160163,2.469,3.203
"CA","2007Q1",722345,174903,547441,0.7578671582,2.407,3.089
"CA","2007Q2",696113,177139,518974,0.7455313603,2.319,2.933
"CA","2007Q3",662284,179510,482774,0.7289534004,2.207,2.733
"CA","2007Q4",622639,182384,440255,0.7070797647,2.075,2.496
"CA","2008Q1",580542,185924,394618,0.6797413692,1.934,2.241
"CA","2008Q2",540224,189706,350517,0.6488372229,1.800,1.993
"CA","2008Q3",505617,193292,312324,0.6177100016,1.685,1.778
"CA","2008Q4",479001,196157,282844,0.5904879856,1.596,1.612
"CA","2009Q1",461165,197541,263624,0.5716473402,1.537,1.504
"CA","2009Q2",451317,197795,253522,0.5617372272,1.504,1.448
"CA","2009Q3",447315,197074,250241,0.5594287601,1.490,1.430
"CA","2009Q4",446142,195514,250628,0.5617678787,1.487,1.433
"CA","2010Q1",445097,194341,250755,0.563372534,1.483,1.433
"CA","2010Q2",442513,194106,248408,0.561356094,1.474,1.420
"CA","2010Q3",437922,195725,242197,0.5530589371,1.459,1.386
"CA","2010Q4",432013,200420,231593,0.5360786891,1.439,1.327
"CA","2011Q1",426101,206367,219734,0.5156855183,1.420,1.262
"CA","2011Q2",421724,212490,209234,0.4961393107,1.405,1.204
"CA","2011Q3",420210,215058,205151,0.4882121362,1.400,1.183
"CA","2011Q4",422384,215423,206961,0.4899825054,1.407,1.195
"CA","2012Q1",428610,215800,212810,0.4965117382,1.428,1.231
"CA","2012Q2",438735,216195,222540,0.507231542,1.462,1.290
"CA","2012Q3",452037,216611,235426,0.5208103828,1.506,1.367
"CA","2012Q4",467720,217053,250667,0.5359333344,1.558,1.458
"CA","2013Q1",484516,217521,266995,0.5510554,1.614,1.555
"CO","1975Q1",35707,22047,13660,0.3825616725,0.169,0.072
"CO","1975Q2",36234,22442,13791,0.3806197051,0.172,0.073
"CO","1975Q3",36811,22786,14025,0.3809955486,0.174,0.074
"CO","1975Q4",37508,23114,14393,0.383739323,0.178,0.077
"CO","1976Q1",38388,23527,14861,0.3871331452,0.182,0.080
"CO","1976Q2",39487,23943,15543,0.3936292807,0.187,0.084
"CO","1976Q3",40738,24399,16339,0.4010674853,0.193,0.089
"CO","1976Q4",42180,24906,17275,0.4095417688,0.200,0.094
"CO","1977Q1",43850,25443,18407,0.419773546,0.208,0.101
"CO","1977Q2",45762,26054,19707,0.4306552341,0.217,0.109
"CO","1977Q3",47944,26702,21242,0.4430589196,0.227,0.118
"CO","1977Q4",50372,27369,23003,0.4566699101,0.239,0.129
"CO","1978Q1",52981,28082,24899,0.4699667129,0.251,0.141
"CO","1978Q2",55705,28776,26929,0.4834298888,0.264,0.153
"CO","1978Q3",58457,29508,28949,0.4952239511,0.277,0.166
"CO","1978Q4",61127,30301,30826,0.504292941,0.290,0.178
"CO","1979Q1",63633,31198,32435,0.5097193887,0.301,0.188
"CO","1979Q2",65909,32110,33799,0.5128132057,0.312,0.198
"CO","1979Q3",67923,33035,34888,0.5136338122,0.322,0.205
"CO","1979Q4",69687,33945,35742,0.5128951767,0.330,0.211
"CO","1980Q1",71285,34755,36529,0.5124457432,0.338,0.216
"CO","1980Q2",72825,35651,37173,0.5104521032,0.345,0.221
"CO","1980Q3",74329,36599,37730,0.5076029153,0.352,0.226
"CO","1980Q4",75773,37635,38138,0.5033171534,0.359,0.230
"CO","1981Q1",77286,38821,38465,0.4976959692,0.366,0.233
"CO","1981Q2",79024,40047,38977,0.4932324036,0.374,0.238
